"109年07月06日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2449  ","京元電子        ","4,412,000","65,000","4,347,000",
" ","3231  ","緯創            ","2,380,000","29,000","2,351,000",
" ","2891  ","中信金          ","2,600,000","654,000","1,946,000",
" ","3037  ","欣興            ","1,948,000","36,000","1,912,000",
" ","6269  ","台郡            ","1,174,000","0","1,174,000",
" ","6257  ","矽格            ","1,000,000","0","1,000,000",
" ","2356  ","英業達          ","984,000","32,000","952,000",
" ","3443  ","創意            ","742,000","0","742,000",
" ","5469  ","瀚宇博          ","707,000","0","707,000",
" ","1434  ","福懋            ","645,000","13,000","632,000",
" ","3034  ","聯詠            ","702,000","76,000","626,000",
" ","6285  ","啟碁            ","612,000","0","612,000",
" ","2345  ","智邦            ","587,000","2,000","585,000",
" ","4927  ","泰鼎-KY         ","1,116,000","696,000","420,000",
" ","3042  ","晶技            ","361,000","0","361,000",
" ","3044  ","健鼎            ","316,000","0","316,000",
" ","3665  ","貿聯-KY         ","300,000","1,000","299,000",
" ","2448  ","晶電            ","250,000","0","250,000",
" ","6176  ","瑞儀            ","223,000","10,000","213,000",
" ","2376  ","技嘉            ","500,000","319,000","181,000",
" ","4536  ","拓凱            ","167,000","0","167,000",
" ","9914  ","美利達          ","153,000","0","153,000",
" ","3376  ","新日興          ","150,000","0","150,000",
" ","2360  ","致茂            ","106,000","0","106,000",
" ","6416  ","瑞祺電通        ","92,000","0","92,000",
" ","2379  ","瑞昱            ","85,000","0","85,000",
" ","5871  ","中租-KY         ","131,000","51,000","80,000",
" ","3515  ","華擎            ","311,000","239,000","72,000",
" ","2455  ","全新            ","64,000","0","64,000",
" ","6278  ","台表科          ","67,000","12,000","55,000",
" ","2615  ","萬海            ","50,000","12,000","38,000",
" ","8422  ","可寧衛          ","34,000","0","34,000",
" ","3008  ","大立光          ","30,500","1,000","29,500",
" ","4968  ","立積            ","27,000","0","27,000",
" ","5269  ","祥碩            ","36,000","9,000","27,000",
" ","8454  ","富邦媒          ","19,000","0","19,000",
" ","2377  ","微星            ","20,000","3,000","17,000",
" ","3450  ","聯鈞            ","16,000","0","16,000",
" ","2439  ","美律            ","9,000","0","9,000",
" ","9910  ","豐泰            ","10,000","2,000","8,000",
" ","1476  ","儒鴻            ","8,000","2,000","6,000",
" ","6706  ","惠特            ","5,000","0","5,000",
" ",="00633L","富邦上証正2     ","4,000","0","4,000",
" ","2637  ","慧洋-KY         ","3,000","0","3,000",
" ","8016  ","矽創            ","1,000","0","1,000",
" ","2201  ","裕隆            ","0","1,958,000","-1,958,000",
" ","2303  ","聯電            ","0","1,317,000","-1,317,000",
" ",="006205","富邦上証        ","0","900,000","-900,000",
" ","2327  ","國巨            ","0","697,000","-697,000",
" ","2313  ","華通            ","200,000","796,000","-596,000",
" ","4958  ","臻鼎-KY         ","86,000","541,000","-455,000",
" ","9802  ","鈺齊-KY         ","0","360,000","-360,000",
" ","2492  ","華新科          ","0","342,000","-342,000",
" ","5264  ","鎧勝-KY         ","0","300,000","-300,000",
" ","6239  ","力成            ","0","290,000","-290,000",
" ","1477  ","聚陽            ","169,000","432,000","-263,000",
" ","2886  ","兆豐金          ","0","241,000","-241,000",
" ","6230  ","超眾            ","0","236,000","-236,000",
" ","3338  ","泰碩            ","0","220,000","-220,000",
