"109年07月09日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","3481  ","群創            ","4,823,000","0","4,823,000",
" ","2449  ","京元電子        ","2,501,000","13,000","2,488,000",
" ","2891  ","中信金          ","2,800,000","435,000","2,365,000",
" ","2356  ","英業達          ","2,002,000","18,000","1,984,000",
" ","2408  ","南亞科          ","1,600,000","11,000","1,589,000",
" ","6269  ","台郡            ","1,154,000","67,000","1,087,000",
" ","3034  ","聯詠            ","1,094,000","37,000","1,057,000",
" ","6196  ","帆宣            ","888,000","0","888,000",
" ","3014  ","聯陽            ","817,000","0","817,000",
" ","2376  ","技嘉            ","1,182,000","393,000","789,000",
" ","2615  ","萬海            ","1,794,000","1,007,000","787,000",
" ","8039  ","台虹            ","702,000","0","702,000",
" ","1402  ","遠東新          ","705,000","19,000","686,000",
" ","5471  ","松翰            ","600,000","0","600,000",
" ","6257  ","矽格            ","578,000","0","578,000",
" ","4977  ","眾達-KY         ","662,000","97,000","565,000",
" ","4915  ","致伸            ","540,000","1,000","539,000",
" ","2886  ","兆豐金          ","800,000","278,000","522,000",
" ","4958  ","臻鼎-KY         ","467,000","105,000","362,000",
" ","4927  ","泰鼎-KY         ","443,000","137,000","306,000",
" ","6278  ","台表科          ","325,000","23,000","302,000",
" ","9914  ","美利達          ","301,000","0","301,000",
" ","1210  ","大成            ","300,000","0","300,000",
" ","3653  ","健策            ","287,000","1,000","286,000",
" ","3443  ","創意            ","258,000","1,000","257,000",
" ","2448  ","晶電            ","253,000","0","253,000",
" ","3026  ","禾伸堂          ","250,000","0","250,000",
" ","2101  ","南港            ","201,000","0","201,000",
" ","3413  ","京鼎            ","200,000","0","200,000",
" ","8104  ","錸寶            ","200,000","0","200,000",
" ","3376  ","新日興          ","266,000","79,000","187,000",
" ","2455  ","全新            ","140,000","0","140,000",
" ","6416  ","瑞祺電通        ","128,000","0","128,000",
" ","1589  ","永冠-KY         ","100,000","0","100,000",
" ","3533  ","嘉澤            ","198,000","105,116","92,884",
" ","2379  ","瑞昱            ","109,000","17,000","92,000",
" ","6582  ","申豐            ","87,000","0","87,000",
" ","2330  ","台積電          ","494,000","408,000","86,000",
" ","6230  ","超眾            ","45,000","0","45,000",
" ","2881  ","富邦金          ","87,000","44,000","43,000",
" ",="00633L","富邦上証正2     ","40,000","0","40,000",
" ","2428  ","興勤            ","40,000","0","40,000",
" ","5269  ","祥碩            ","40,000","6,000","34,000",
" ","2439  ","美律            ","30,000","2,000","28,000",
" ","9933  ","中鼎            ","24,000","0","24,000",
" ","1722  ","台肥            ","31,000","9,000","22,000",
" ","4904  ","遠傳            ","33,000","11,000","22,000",
" ","2207  ","和泰車          ","20,000","1,000","19,000",
" ","3711  ","日月光投控      ","80,000","63,000","17,000",
" ","8150  ","南茂            ","17,000","0","17,000",
" ","2915  ","潤泰全          ","11,000","0","11,000",
