"109年10月16日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2368  ","金像電          ","5,620,000","0","5,620,000",
" ",="0056  ","元大高股息      ","2,340,000","0","2,340,000",
" ","3711  ","日月光投控      ","2,058,000","45,000","2,013,000",
" ","3481  ","群創            ","8,000,000","6,368,000","1,632,000",
" ","3042  ","晶技            ","1,596,000","50,000","1,546,000",
" ","6285  ","啟碁            ","1,508,000","0","1,508,000",
" ","3037  ","欣興            ","1,539,000","85,000","1,454,000",
" ","2312  ","金寶            ","1,300,000","0","1,300,000",
" ","1513  ","中興電          ","653,000","11,000","642,000",
" ","1304  ","台聚            ","600,000","0","600,000",
" ","8046  ","南電            ","557,000","0","557,000",
" ","2108  ","南帝            ","550,000","0","550,000",
" ","1477  ","聚陽            ","450,000","0","450,000",
" ","2392  ","正崴            ","404,000","0","404,000",
" ","1309  ","台達化          ","398,000","0","398,000",
" ","2308  ","台達電          ","271,000","3,000","268,000",
" ","2455  ","全新            ","258,000","0","258,000",
" ","4968  ","立積            ","241,000","0","241,000",
" ","2376  ","技嘉            ","240,000","0","240,000",
" ","3189  ","景碩            ","275,000","50,000","225,000",
" ","3596  ","智易            ","204,000","0","204,000",
" ","2456  ","奇力新          ","200,000","0","200,000",
" ","2603  ","長榮            ","200,000","0","200,000",
" ","3044  ","健鼎            ","200,000","0","200,000",
" ","6278  ","台表科          ","200,000","4,000","196,000",
" ","2351  ","順德            ","194,000","0","194,000",
" ","2383  ","台光電          ","188,000","0","188,000",
" ","2387  ","精元            ","267,000","130,000","137,000",
" ","5215  ","科嘉-KY         ","131,000","0","131,000",
" ",="0052  ","富邦科技        ","118,000","0","118,000",
" ","9802  ","鈺齊-KY         ","130,000","20,000","110,000",
" ","2337  ","旺宏            ","100,000","0","100,000",
" ","4977  ","眾達-KY         ","100,000","0","100,000",
" ","8261  ","富鼎            ","100,000","0","100,000",
" ","2233  ","宇隆            ","93,000","0","93,000",
" ","2313  ","華通            ","100,000","10,000","90,000",
" ","6271  ","同欣電          ","111,000","30,000","81,000",
" ","9919  ","康那香          ","77,000","0","77,000",
" ","1305  ","華夏            ","150,000","80,000","70,000",
" ","6558  ","興能高          ","70,000","0","70,000",
" ","1402  ","遠東新          ","75,000","7,000","68,000",
" ","2441  ","超豐            ","50,000","0","50,000",
" ","3515  ","華擎            ","50,000","0","50,000",
" ","3376  ","新日興          ","40,000","289","39,711",
" ","2884  ","玉山金          ","43,000","4,000","39,000",
" ","2890  ","永豐金          ","38,000","0","38,000",
" ","3023  ","信邦            ","40,000","2,000","38,000",
" ","1589  ","永冠-KY         ","35,000","0","35,000",
" ","2327  ","國巨            ","37,000","2,000","35,000",
" ","2891  ","中信金          ","67,000","35,000","32,000",
" ","1476  ","儒鴻            ","30,000","0","30,000",
" ","9938  ","百和            ","30,000","0","30,000",
" ","2474  ","可成            ","25,000","2,000","23,000",
" ","2408  ","南亞科          ","23,000","1,000","22,000",
" ","6669  ","緯穎            ","42,000","20,000","22,000",
" ","2347  ","聯強            ","20,000","0","20,000",
" ","8464  ","億豐            ","20,000","0","20,000",
" ","2834  ","臺企銀          ","19,000","0","19,000",
" ","2883  ","開發金          ","50,000","31,000","19,000",
" ","6491  ","晶碩            ","18,000","0","18,000",
" ","1216  ","統一            ","17,000","0","17,000",
" ","2002  ","中鋼            ","43,000","27,000","16,000",
" ","5269  ","祥碩            ","16,000","0","16,000",
" ","2324  ","仁寶            ","15,000","0","15,000",
" ","2886  ","兆豐金          ","39,000","24,000","15,000",
" ","2887  ","台新金          ","37,000","22,000","15,000",
" ","2880  ","華南金          ","34,000","20,000","14,000",
" ","2892  ","第一金          ","36,000","22,000","14,000",
" ","5880  ","合庫金          ","34,000","20,000","14,000",
" ","2412  ","中華電          ","18,000","7,000","11,000",
" ","2618  ","長榮航          ","10,000","0","10,000",
" ","2801  ","彰銀            ","23,000","13,000","10,000",
" ","3673  ","TPK-KY          ","10,000","0","10,000",
" ","5871  ","中租-KY         ","10,000","0","10,000",
" ","9904  ","寶成            ","10,000","0","10,000",
" ","9958  ","世紀鋼          ","10,000","0","10,000",
" ","1326  ","台化            ","16,000","7,000","9,000",
" ","2812  ","台中銀          ","9,000","0","9,000",
" ","2885  ","元大金          ","41,000","33,000","8,000",
" ","4935  ","茂林-KY         ","8,000","0","8,000",
" ","1303  ","南亞            ","19,000","12,000","7,000",
" ","3045  ","台灣大          ","7,000","0","7,000",
" ","1310  ","台苯            ","4,000","0","4,000",
" ","2317  ","鴻海            ","30,000","26,000","4,000",
" ","3708  ","上緯投控        ","2,000","0","2,000",
" ","8112  ","至上            ","2,000","0","2,000",
" ","2548  ","華固            ","1,000","0","1,000",
" ","5434  ","崇越            ","1,000","0","1,000",
" ","2303  ","聯電            ","0","3,737,000","-3,737,000",
" ","6443  ","元晶            ","0","2,291,000","-2,291,000",
