"109年09月28日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2303  ","聯電            ","14,618,000","78,000","14,540,000",
" ","2409  ","友達            ","7,244,000","0","7,244,000",
" ","2615  ","萬海            ","2,388,000","0","2,388,000",
" ","2337  ","旺宏            ","2,305,000","0","2,305,000",
" ","3037  ","欣興            ","1,734,000","59,000","1,675,000",
" ","2504  ","國產            ","1,289,000","0","1,289,000",
" ","2520  ","冠德            ","850,000","50,000","800,000",
" ","2885  ","元大金          ","695,000","0","695,000",
" ","2408  ","南亞科          ","590,000","0","590,000",
" ","1309  ","台達化          ","500,000","0","500,000",
" ","1101  ","台泥            ","461,000","800","460,200",
" ","8046  ","南電            ","439,000","0","439,000",
" ","2606  ","裕民            ","411,000","0","411,000",
" ","2382  ","廣達            ","390,000","0","390,000",
" ","3189  ","景碩            ","381,000","0","381,000",
" ","2330  ","台積電          ","407,000","42,000","365,000",
" ","2344  ","華邦電          ","270,000","0","270,000",
" ","6443  ","元晶            ","257,000","0","257,000",
" ","3034  ","聯詠            ","257,000","4,000","253,000",
" ","6176  ","瑞儀            ","268,000","19,000","249,000",
" ","2345  ","智邦            ","239,000","3,000","236,000",
" ",="0056  ","元大高股息      ","200,000","0","200,000",
" ","3661  ","世芯-KY         ","247,000","48,000","199,000",
" ","6456  ","GIS-KY          ","182,000","0","182,000",
" ","6213  ","聯茂            ","125,000","0","125,000",
" ","6285  ","啟碁            ","214,000","95,000","119,000",
" ","2377  ","微星            ","116,000","0","116,000",
" ","2351  ","順德            ","103,000","0","103,000",
" ","6414  ","樺漢            ","100,000","3,000","97,000",
" ","3533  ","嘉澤            ","84,000","0","84,000",
" ",="0050  ","元大台灣50      ","75,000","0","75,000",
" ","2454  ","聯發科          ","177,000","111,000","66,000",
" ","4958  ","臻鼎-KY         ","56,000","4,000","52,000",
" ","1762  ","中化生          ","50,000","0","50,000",
" ","4977  ","眾達-KY         ","50,000","0","50,000",
" ","8028  ","昇陽半導體      ","50,000","0","50,000",
" ",="0052  ","富邦科技        ","40,000","0","40,000",
" ","6669  ","緯穎            ","42,000","2,000","40,000",
