"109年11月12日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2317  ","鴻海            ","4,906,000","214,000","4,692,000",
" ","2891  ","中信金          ","3,921,000","483,000","3,438,000",
" ","2448  ","晶電            ","2,300,000","0","2,300,000",
" ","2881  ","富邦金          ","2,478,000","320,000","2,158,000",
" ","1216  ","統一            ","2,181,000","323,000","1,858,000",
" ","9904  ","寶成            ","2,063,000","287,000","1,776,000",
" ","1326  ","台化            ","1,588,000","66,000","1,522,000",
" ","2481  ","強茂            ","1,300,000","43,000","1,257,000",
" ","2408  ","南亞科          ","1,357,000","156,000","1,201,000",
" ","3017  ","奇鋐            ","979,000","0","979,000",
" ","2492  ","華新科          ","734,000","3,000","731,000",
" ","1102  ","亞泥            ","1,061,000","356,000","705,000",
" ","3545  ","敦泰            ","676,000","0","676,000",
" ","3443  ","創意            ","586,000","0","586,000",
" ","2723  ","美食-KY         ","573,000","0","573,000",
" ","4968  ","立積            ","479,000","0","479,000",
" ","2412  ","中華電          ","535,000","85,000","450,000",
" ","6213  ","聯茂            ","449,000","0","449,000",
" ","6505  ","台塑化          ","452,000","3,000","449,000",
" ","2308  ","台達電          ","468,000","47,000","421,000",
" ","3034  ","聯詠            ","408,000","12,000","396,000",
" ","2603  ","長榮            ","782,000","400,000","382,000",
" ","2327  ","國巨            ","358,000","0","358,000",
" ","9933  ","中鼎            ","350,000","12,000","338,000",
" ","2351  ","順德            ","200,000","0","200,000",
" ","3044  ","健鼎            ","252,000","53,000","199,000",
" ","2313  ","華通            ","315,000","138,000","177,000",
" ","4958  ","臻鼎-KY         ","205,000","63,000","142,000",
" ","3376  ","新日興          ","133,000","0","133,000",
" ","1301  ","台塑            ","91,000","0","91,000",
" ","4551  ","智伸科          ","87,000","0","87,000",
" ","6257  ","矽格            ","285,000","200,000","85,000",
" ","6239  ","力成            ","175,000","94,000","81,000",
" ","2027  ","大成鋼          ","100,000","21,000","79,000",
