"109年08月19日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2409  ","友達            ","14,099,000","0","14,099,000",
" ","2603  ","長榮            ","6,243,000","0","6,243,000",
" ","3017  ","奇鋐            ","3,380,000","0","3,380,000",
" ","2615  ","萬海            ","2,000,000","0","2,000,000",
" ","1101  ","台泥            ","1,806,323","35,000","1,771,323",
" ","2408  ","南亞科          ","1,501,474","5,000","1,496,474",
" ","1102  ","亞泥            ","1,500,000","11,000","1,489,000",
" ","1305  ","華夏            ","1,356,000","0","1,356,000",
" ","2376  ","技嘉            ","1,337,000","0","1,337,000",
" ","2303  ","聯電            ","1,002,000","0","1,002,000",
" ","1904  ","正隆            ","918,000","0","918,000",
" ","2377  ","微星            ","897,000","147,000","750,000",
" ","3016  ","嘉晶            ","650,000","0","650,000",
" ","3037  ","欣興            ","710,000","70,000","640,000",
" ","2421  ","建準            ","520,000","0","520,000",
" ","4958  ","臻鼎-KY         ","549,000","67,000","482,000",
" ","1722  ","台肥            ","400,000","0","400,000",
" ","9958  ","世紀鋼          ","400,000","0","400,000",
" ","9802  ","鈺齊-KY         ","383,000","0","383,000",
" ","2481  ","強茂            ","776,000","408,000","368,000",
" ","4142  ","國光生          ","360,000","0","360,000",
" ","3665  ","貿聯-KY         ","355,000","0","355,000",
" ","2504  ","國產            ","350,000","0","350,000",
" ","3596  ","智易            ","349,000","0","349,000",
" ","2520  ","冠德            ","320,000","0","320,000",
" ","4935  ","茂林-KY         ","305,000","0","305,000",
" ","1598  ","岱宇            ","301,000","0","301,000",
" ","9941  ","裕融            ","300,000","0","300,000",
" ","6416  ","瑞祺電通        ","275,000","0","275,000",
" ","6598  ","ABC-KY          ","217,000","0","217,000",
" ","9910  ","豐泰            ","199,651","0","199,651",
" ","9938  ","百和            ","164,000","0","164,000",
" ","3189  ","景碩            ","196,000","38,000","158,000",
" ","2013  ","中鋼構          ","157,000","0","157,000",
" ","6285  ","啟碁            ","152,000","0","152,000",
" ","2474  ","可成            ","129,919","0","129,919",
" ","6414  ","樺漢            ","154,000","38,000","116,000",
" ","2439  ","美律            ","112,000","0","112,000",
" ","2049  ","上銀            ","110,000","0","110,000",
" ","1515  ","力山            ","107,000","0","107,000",
" ","2330  ","台積電          ","112,418","12,000","100,418",
" ","4938  ","和碩            ","97,000","0","97,000",
" ","8454  ","富邦媒          ","93,000","1,000","92,000",
" ","9939  ","宏全            ","80,000","0","80,000",
" ",="0050  ","元大台灣50      ","60,000","0","60,000",
" ","6531  ","愛普            ","60,000","4,000","56,000",
" ","1589  ","永冠-KY         ","50,000","0","50,000",
" ","4536  ","拓凱            ","49,000","0","49,000",
" ","6715  ","嘉基            ","41,000","0","41,000",
" ",="0052  ","富邦科技        ","35,000","0","35,000",
" ","2357  ","華碩            ","36,000","1,000","35,000",
" ","8464  ","億豐            ","35,000","0","35,000",
" ","2239  ","英利-KY         ","30,000","0","30,000",
" ","5469  ","瀚宇博          ","30,000","0","30,000",
" ","1477  ","聚陽            ","61,000","33,000","28,000",
" ","3653  ","健策            ","27,000","0","27,000",
" ","3443  ","創意            ","24,000","0","24,000",
" ","4551  ","智伸科          ","22,000","0","22,000",
" ","5288  ","豐祥-KY         ","20,000","0","20,000",
" ","2345  ","智邦            ","15,000","0","15,000",
" ","3708  ","上緯投控        ","15,000","0","15,000",
" ","1590  ","亞德客-KY       ","22,159","15,000","7,159",
" ","8499  ","鼎炫-KY         ","7,000","0","7,000",
" ","1301  ","台塑            ","6,849","0","6,849",
" ","5876  ","上海商銀        ","4,357","0","4,357",
" ","6505  ","台塑化          ","2,963","0","2,963",
" ","4904  ","遠傳            ","2,830","0","2,830",
" ","2308  ","台達電          ","2,727","0","2,727",
" ","2354  ","鴻準            ","1,723","0","1,723",
" ","5871  ","中租-KY         ","1,701","0","1,701",
" ","2395  ","研華            ","2,549","1,000","1,549",
" ","1476  ","儒鴻            ","238","0","238",
" ","2891  ","中信金          ","24,766","2,573,000","-2,548,234",
" ","6257  ","矽格            ","0","2,399,000","-2,399,000",
" ","2387  ","精元            ","0","1,729,000","-1,729,000",
" ",="006205","富邦上証        ","0","1,309,000","-1,309,000",
" ","2356  ","英業達          ","0","1,300,000","-1,300,000",
" ","4977  ","眾達-KY         ","2,000","1,033,000","-1,031,000",
" ","6456  ","GIS-KY          ","10,000","952,000","-942,000",
" ","4968  ","立積            ","6,000","645,000","-639,000",
" ","3034  ","聯詠            ","194,734","805,000","-610,266",
" ","2313  ","華通            ","0","599,000","-599,000",
" ","8081  ","致新            ","0","534,000","-534,000",
" ","2454  ","聯發科          ","123,937","633,000","-509,063",
" ","2886  ","兆豐金          ","13,926","521,000","-507,074",
" ","6213  ","聯茂            ","0","417,000","-417,000",
" ","8046  ","南電            ","3,000","416,000","-413,000",
