"109年11月19日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2337  ","旺宏            ","14,926,000","220,000","14,706,000",
" ","2409  ","友達            ","7,680,000","0","7,680,000",
" ","6443  ","元晶            ","5,596,000","0","5,596,000",
" ","9904  ","寶成            ","3,000,000","403,000","2,597,000",
" ","2618  ","長榮航          ","2,200,000","17,000","2,183,000",
" ","2303  ","聯電            ","3,065,000","1,077,000","1,988,000",
" ","2408  ","南亞科          ","2,200,000","216,000","1,984,000",
" ","3017  ","奇鋐            ","1,627,000","0","1,627,000",
" ","2456  ","奇力新          ","1,563,000","0","1,563,000",
" ","2002  ","中鋼            ","1,503,000","92,000","1,411,000",
" ","1802  ","台玻            ","1,410,000","0","1,410,000",
" ","6153  ","嘉聯益          ","1,316,000","0","1,316,000",
" ","2368  ","金像電          ","1,194,000","0","1,194,000",
" ","4927  ","泰鼎-KY         ","893,000","0","893,000",
" ","2609  ","陽明            ","764,000","0","764,000",
" ","3481  ","群創            ","3,121,000","2,572,000","549,000",
" ","1326  ","台化            ","483,000","25,000","458,000",
" ","2327  ","國巨            ","432,000","0","432,000",
" ","3653  ","健策            ","412,000","0","412,000",
" ","2603  ","長榮            ","850,000","458,000","392,000",
" ","1312  ","國喬            ","300,000","0","300,000",
" ","8150  ","南茂            ","300,000","44,000","256,000",
" ","1301  ","台塑            ","250,000","0","250,000",
" ","9938  ","百和            ","260,000","20,000","240,000",
" ","2382  ","廣達            ","601,000","380,000","221,000",
" ","2454  ","聯發科          ","250,000","30,000","220,000",
" ","6213  ","聯茂            ","218,000","0","218,000",
" ","2231  ","為升            ","173,000","0","173,000",
" ","2376  ","技嘉            ","172,000","0","172,000",
" ","3034  ","聯詠            ","155,000","5,000","150,000",
" ","8046  ","南電            ","448,000","300,000","148,000",
" ","3545  ","敦泰            ","139,000","0","139,000",
" ","3189  ","景碩            ","110,000","0","110,000",
" ","2106  ","建大            ","126,000","20,000","106,000",
" ","6251  ","定穎            ","100,000","0","100,000",
" ","9921  ","巨大            ","100,000","0","100,000",
" ","2014  ","中鴻            ","90,000","0","90,000",
" ",="0052  ","富邦科技        ","88,000","0","88,000",
" ","3665  ","貿聯-KY         ","71,000","0","71,000",
" ","2481  ","強茂            ","60,000","0","60,000",
" ","9958  ","世紀鋼          ","60,000","0","60,000",
" ","2492  ","華新科          ","50,000","3,000","47,000",
" ","2233  ","宇隆            ","91,000","50,000","41,000",
" ","4968  ","立積            ","39,000","0","39,000",
" ","5871A ","中租-KY甲特     ","38,000","0","38,000",
" ","2439  ","美律            ","35,000","0","35,000",
" ","4766  ","南寶            ","30,000","0","30,000",
" ","3406  ","玉晶光          ","29,000","0","29,000",
" ","1904  ","正隆            ","147,000","119,000","28,000",
" ",="0050  ","元大台灣50      ","40,000","15,000","25,000",
" ","2345  ","智邦            ","25,000","0","25,000",
" ","6415  ","矽力-KY         ","23,000","0","23,000",
" ","2355  ","敬鵬            ","20,000","0","20,000",
" ","2201  ","裕隆            ","386,000","372,000","14,000",
" ","3596  ","智易            ","14,000","0","14,000",
" ","3008  ","大立光          ","6,000","0","6,000",
" ","3661  ","世芯-KY         ","10,000","5,000","5,000",
" ","4958  ","臻鼎-KY         ","997,000","4,605,000","-3,608,000",
" ","2324  ","仁寶            ","0","1,853,000","-1,853,000",
" ","2504  ","國產            ","0","1,733,000","-1,733,000",
" ","2883  ","開發金          ","2,000","1,674,000","-1,672,000",
" ","2027  ","大成鋼          ","0","1,661,000","-1,661,000",
" ","2891  ","中信金          ","3,000","1,627,000","-1,624,000",
" ","2383  ","台光電          ","0","1,153,000","-1,153,000",
" ","2892  ","第一金          ","2,000","1,148,000","-1,146,000",
" ","2890  ","永豐金          ","2,000","1,112,000","-1,110,000",
" ","2886  ","兆豐金          ","2,000","945,000","-943,000",
" ","6269  ","台郡            ","466,000","1,365,000","-899,000",
" ","8215  ","明基材          ","0","804,000","-804,000",
" ","2377  ","微星            ","57,000","761,000","-704,000",
" ","2108  ","南帝            ","0","700,000","-700,000",
" ","2356  ","英業達          ","0","694,000","-694,000",
" ","3037  ","欣興            ","0","670,000","-670,000",
" ","2882  ","國泰金          ","2,000","663,000","-661,000",
" ","2421  ","建準            ","0","657,000","-657,000",
" ","1402  ","遠東新          ","1,000","638,000","-637,000",
" ","2412  ","中華電          ","1,000","621,000","-620,000",
" ","2330  ","台積電          ","2,000","618,000","-616,000",
" ","3711  ","日月光投控      ","1,000","583,000","-582,000",
" ","3702  ","大聯大          ","0","573,000","-573,000",
" ","6278  ","台表科          ","0","566,000","-566,000",
" ","1598  ","岱宇            ","0","558,000","-558,000",
" ","2352  ","佳世達          ","0","548,000","-548,000",
" ","2458  ","義隆            ","0","547,000","-547,000",
" ","2887  ","台新金          ","2,000","546,000","-544,000",
" ","3673  ","TPK-KY          ","0","500,000","-500,000",
" ","3231  ","緯創            ","0","444,000","-444,000",
" ","1216  ","統一            ","0","363,000","-363,000",
" ","2520  ","冠德            ","100,000","455,000","-355,000",
" ","2881  ","富邦金          ","0","345,000","-345,000",
" ","1101  ","台泥            ","1,000","341,000","-340,000",
" ","2855  ","統一證          ","0","336,000","-336,000",
" ","2301  ","光寶科          ","1,000","312,000","-311,000",
" ","4904  ","遠傳            ","0","302,000","-302,000",
" ","1736  ","喬山            ","0","300,000","-300,000",
" ","1762  ","中化生          ","0","300,000","-300,000",
" ","1589  ","永冠-KY         ","0","296,000","-296,000",
" ","2347  ","聯強            ","0","287,000","-287,000",
" ","4935  ","茂林-KY         ","0","280,000","-280,000",
" ","4915  ","致伸            ","0","250,000","-250,000",
" ","1303  ","南亞            ","1,000","250,000","-249,000",
" ","3045  ","台灣大          ","0","249,000","-249,000",
" ","5215  ","科嘉-KY         ","0","249,000","-249,000",
" ","2889  ","國票金          ","0","246,000","-246,000",
" ","4938  ","和碩            ","0","232,000","-232,000",
