"109年10月12日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2303  ","聯電            ","3,062,000","242,000","2,820,000",
" ","6443  ","元晶            ","2,177,000","0","2,177,000",
" ","1904  ","正隆            ","1,285,000","0","1,285,000",
" ","1513  ","中興電          ","1,508,000","242,000","1,266,000",
" ","3042  ","晶技            ","967,000","50,000","917,000",
" ","2408  ","南亞科          ","881,000","4,000","877,000",
" ","3708  ","上緯投控        ","750,000","0","750,000",
" ",="0052  ","富邦科技        ","620,000","0","620,000",
" ","3037  ","欣興            ","615,000","289,000","326,000",
" ","1598  ","岱宇            ","307,000","0","307,000",
" ","6278  ","台表科          ","306,000","0","306,000",
" ","4958  ","臻鼎-KY         ","256,000","43,000","213,000",
" ","4763  ","材料-KY         ","200,000","0","200,000",
" ","1589  ","永冠-KY         ","162,000","0","162,000",
" ","6669  ","緯穎            ","208,000","49,000","159,000",
" ","2351  ","順德            ","150,000","0","150,000",
" ","3376  ","新日興          ","340,000","209,855","130,145",
" ","3653  ","健策            ","129,000","0","129,000",
" ","2455  ","全新            ","120,000","0","120,000",
" ",="0056  ","元大高股息      ","100,000","0","100,000",
" ","1736  ","喬山            ","100,000","0","100,000",
" ",="0050  ","元大台灣50      ","170,000","90,000","80,000",
" ","3443  ","創意            ","70,000","0","70,000",
" ","3014  ","聯陽            ","65,000","0","65,000",
" ","3034  ","聯詠            ","98,000","53,000","45,000",
" ","2330  ","台積電          ","202,000","158,000","44,000",
" ","2542  ","興富發          ","44,000","0","44,000",
" ","2379  ","瑞昱            ","113,000","76,000","37,000",
" ","5269  ","祥碩            ","32,000","0","32,000",
" ","8261  ","富鼎            ","27,000","0","27,000",
" ","3530  ","晶相光          ","24,000","0","24,000",
" ","9958  ","世紀鋼          ","50,000","30,000","20,000",
" ","3661  ","世芯-KY         ","14,000","0","14,000",
" ","2454  ","聯發科          ","219,000","207,000","12,000",
" ","2409  ","友達            ","1,694,000","16,258,000","-14,564,000",
" ","3481  ","群創            ","0","5,681,000","-5,681,000",
" ","2344  ","華邦電          ","0","3,266,000","-3,266,000",
" ","2603  ","長榮            ","512,000","2,300,000","-1,788,000",
" ","1909  ","榮成            ","0","1,448,000","-1,448,000",
" ","2615  ","萬海            ","0","1,049,000","-1,049,000",
" ","2376  ","技嘉            ","0","1,048,000","-1,048,000",
" ","2340  ","光磊            ","0","912,000","-912,000",
" ","2006  ","東和鋼鐵        ","0","802,000","-802,000",
" ","1101  ","台泥            ","0","771,000","-771,000",
" ","1102  ","亞泥            ","0","761,000","-761,000",
" ","2002  ","中鋼            ","0","724,000","-724,000",
" ","4927  ","泰鼎-KY         ","0","720,000","-720,000",
