"109年08月06日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2303  ","聯電            ","5,611,000","377,000","5,234,000",
" ","1101  ","台泥            ","2,285,000","169,000","2,116,000",
" ","2887  ","台新金          ","2,032,000","13,000","2,019,000",
" ","2201  ","裕隆            ","2,000,000","0","2,000,000",
" ","2886  ","兆豐金          ","1,863,000","231,000","1,632,000",
" ","3189  ","景碩            ","1,580,000","0","1,580,000",
" ","3034  ","聯詠            ","1,287,000","0","1,287,000",
" ","3042  ","晶技            ","1,212,000","30,000","1,182,000",
" ","2883  ","開發金          ","1,001,000","17,000","984,000",
" ","4958  ","臻鼎-KY         ","850,000","58,000","792,000",
" ","3037  ","欣興            ","747,000","16,000","731,000",
" ","4142  ","國光生          ","710,000","0","710,000",
" ","2105  ","正新            ","678,000","1,000","677,000",
" ","2890  ","永豐金          ","676,000","14,000","662,000",
" ","2892  ","第一金          ","615,000","14,000","601,000",
" ","2324  ","仁寶            ","579,000","6,000","573,000",
" ","2313  ","華通            ","621,000","100,000","521,000",
" ","8016  ","矽創            ","500,000","0","500,000",
" ","2356  ","英業達          ","482,000","4,000","478,000",
" ","2891  ","中信金          ","496,000","22,000","474,000",
" ","6414  ","樺漢            ","425,000","0","425,000",
" ","6176  ","瑞儀            ","387,000","1,000","386,000",
" ","2885  ","元大金          ","346,000","13,000","333,000",
" ","2417  ","圓剛            ","327,000","0","327,000",
" ","3044  ","健鼎            ","300,000","0","300,000",
" ","9904  ","寶成            ","295,000","3,000","292,000",
" ","3231  ","緯創            ","293,000","4,000","289,000",
" ","3702  ","大聯大          ","277,000","1,000","276,000",
" ","2474  ","可成            ","271,000","1,000","270,000",
" ","2301  ","光寶科          ","244,000","1,000","243,000",
" ","2382  ","廣達            ","282,000","39,000","243,000",
" ","2881  ","富邦金          ","221,000","10,000","211,000",
" ","2882  ","國泰金          ","224,000","14,000","210,000",
" ","2377  ","微星            ","285,000","82,000","203,000",
" ","5388  ","中磊            ","200,000","0","200,000",
" ","4938  ","和碩            ","200,000","2,000","198,000",
" ","1303  ","南亞            ","191,000","9,000","182,000",
" ","8046  ","南電            ","245,000","63,000","182,000",
" ","2347  ","聯強            ","180,000","0","180,000",
" ","8422  ","可寧衛          ","171,000","0","171,000",
" ","4935  ","茂林-KY         ","167,000","0","167,000",
" ","9938  ","百和            ","162,000","0","162,000",
" ","2354  ","鴻準            ","153,000","0","153,000",
" ","2379  ","瑞昱            ","149,000","0","149,000",
" ","4904  ","遠傳            ","140,000","2,000","138,000",
" ","2357  ","華碩            ","137,000","1,000","136,000",
" ","2385  ","群光            ","133,000","0","133,000",
" ","1476  ","儒鴻            ","101,000","0","101,000",
" ","2439  ","美律            ","98,000","0","98,000",
" ","3045  ","台灣大          ","90,000","2,000","88,000",
" ","6239  ","力成            ","85,000","1,000","84,000",
" ","1301  ","台塑            ","81,000","4,000","77,000",
" ","3413  ","京鼎            ","92,000","20,000","72,000",
" ","1904  ","正隆            ","70,000","0","70,000",
" ","2412  ","中華電          ","87,000","21,000","66,000",
" ","6251  ","定穎            ","65,000","0","65,000",
" ","2330  ","台積電          ","160,000","98,000","62,000",
" ","1589  ","永冠-KY         ","100,000","42,000","58,000",
" ","3008  ","大立光          ","61,000","3,000","58,000",
" ","8464  ","億豐            ","57,000","0","57,000",
" ","1604  ","聲寶            ","47,000","0","47,000",
" ","2101  ","南港            ","44,000","0","44,000",
" ","6715  ","嘉基            ","42,000","0","42,000",
" ","2317  ","鴻海            ","44,000","6,000","38,000",
" ","2884  ","玉山金          ","47,000","16,000","31,000",
" ","5288  ","豐祥-KY         ","30,000","0","30,000",
" ","2002  ","中鋼            ","42,000","17,000","25,000",
" ","1537  ","廣隆            ","30,000","7,000","23,000",
" ","5269  ","祥碩            ","20,000","0","20,000",
" ","2888  ","新光金          ","35,000","16,000","19,000",
" ","4968  ","立積            ","16,000","0","16,000",
" ","2823  ","中壽            ","19,000","5,000","14,000",
" ","2880  ","華南金          ","26,000","13,000","13,000",
" ","3665  ","貿聯-KY         ","13,000","0","13,000",
" ","3533  ","嘉澤            ","64,000","51,152","12,848",
" ","1216  ","統一            ","19,000","7,000","12,000",
" ","5880  ","合庫金          ","26,000","14,000","12,000",
" ","6278  ","台表科          ","254,000","242,000","12,000",
" ","5876  ","上海商銀        ","10,000","0","10,000",
" ","1326  ","台化            ","15,000","6,000","9,000",
" ","2801  ","彰銀            ","19,000","10,000","9,000",
" ","5871  ","中租-KY         ","7,000","1,000","6,000",
" ","1102  ","亞泥            ","8,000","3,000","5,000",
" ","6416  ","瑞祺電通        ","40,000","35,000","5,000",
" ","6505  ","台塑化          ","12,000","7,000","5,000",
" ","2633  ","台灣高鐵        ","6,000","3,000","3,000",
" ","9910  ","豐泰            ","4,000","1,000","3,000",
" ","9921  ","巨大            ","2,000","0","2,000",
" ","2207  ","和泰車          ","1,000","0","1,000",
" ","2723  ","美食-KY         ","1,000","0","1,000",
" ","4551  ","智伸科          ","1,000","0","1,000",
" ","4766  ","南寶            ","1,000","0","1,000",
" ","4915  ","致伸            ","2,000","1,000","1,000",
" ","6285  ","啟碁            ","2,000","1,000","1,000",
" ","2409  ","友達            ","1,000","8,177,000","-8,176,000",
" ","2504  ","國產            ","9,000","3,804,000","-3,795,000",
" ","2610  ","華航            ","0","2,016,000","-2,016,000",
" ","2376  ","技嘉            ","0","1,552,000","-1,552,000",
" ","2448  ","晶電            ","46,000","1,547,000","-1,501,000",
" ","6213  ","聯茂            ","2,000","1,197,000","-1,195,000",
" ","6271  ","同欣電          ","0","1,133,000","-1,133,000",
" ","1402  ","遠東新          ","13,000","981,000","-968,000",
" ","2383  ","台光電          ","0","914,000","-914,000",
" ","3376  ","新日興          ","0","771,000","-771,000",
" ","1210  ","大成            ","0","589,000","-589,000",
" ","4927  ","泰鼎-KY         ","0","566,000","-566,000",
" ","6269  ","台郡            ","24,000","590,000","-566,000",
" ","8039  ","台虹            ","0","520,000","-520,000",
" ","4977  ","眾達-KY         ","120,000","518,000","-398,000",
" ","6456  ","GIS-KY          ","8,000","365,000","-357,000",
" ","2501  ","國建            ","0","258,000","-258,000",
" ","2368  ","金像電          ","60,000","315,000","-255,000",
" ","2337  ","旺宏            ","0","249,000","-249,000",
" ","6230  ","超眾            ","0","249,000","-249,000",
" ","2458  ","義隆            ","0","229,000","-229,000",
" ","6504  ","南六            ","0","229,000","-229,000",
