"109年10月05日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2303  ","聯電            ","5,261,000","0","5,261,000",
" ","3037  ","欣興            ","768,000","47,000","721,000",
" ","2606  ","裕民            ","682,000","0","682,000",
" ","3189  ","景碩            ","584,000","179,000","405,000",
" ","2455  ","全新            ","398,000","0","398,000",
" ",="0050  ","元大台灣50      ","269,000","0","269,000",
" ","2351  ","順德            ","242,000","0","242,000",
" ","2409  ","友達            ","6,095,000","5,884,000","211,000",
" ","2408  ","南亞科          ","207,000","0","207,000",
" ","3596  ","智易            ","201,000","0","201,000",
" ","9958  ","世紀鋼          ","194,000","0","194,000",
" ","5215  ","科嘉-KY         ","188,000","0","188,000",
" ","2377  ","微星            ","210,000","24,000","186,000",
" ","6443  ","元晶            ","184,000","0","184,000",
" ","2108  ","南帝            ","177,000","0","177,000",
" ","1598  ","岱宇            ","150,000","0","150,000",
" ","6414  ","樺漢            ","131,000","0","131,000",
" ","4551  ","智伸科          ","128,000","0","128,000",
" ","2368  ","金像電          ","240,000","122,000","118,000",
" ","4968  ","立積            ","115,000","0","115,000",
" ",="0056  ","元大高股息      ","100,000","0","100,000",
" ","1513  ","中興電          ","100,000","0","100,000",
" ","1762  ","中化生          ","100,000","0","100,000",
" ","2337  ","旺宏            ","100,000","0","100,000",
" ","2345  ","智邦            ","100,000","0","100,000",
" ","2456  ","奇力新          ","100,000","0","100,000",
" ","3017  ","奇鋐            ","100,000","0","100,000",
" ","1907  ","永豐餘          ","80,000","0","80,000",
" ","2867  ","三商壽          ","76,000","0","76,000",
" ","2383  ","台光電          ","71,000","0","71,000",
" ","1304  ","台聚            ","67,000","0","67,000",
" ","3557  ","嘉威            ","62,000","0","62,000",
" ",="0052  ","富邦科技        ","60,000","0","60,000",
" ","2103  ","台橡            ","60,000","0","60,000",
" ","3665  ","貿聯-KY         ","54,000","0","54,000",
" ","6504  ","南六            ","54,000","0","54,000",
" ","8021  ","尖點            ","52,000","0","52,000",
" ","9910  ","豐泰            ","52,000","0","52,000",
" ","2353  ","宏碁            ","48,000","0","48,000",
" ","8028  ","昇陽半導體      ","46,000","0","46,000",
" ","1514  ","亞力            ","41,000","0","41,000",
" ","1760  ","寶齡富錦        ","40,000","0","40,000",
" ","6197  ","佳必琪          ","30,000","0","30,000",
" ","2105  ","正新            ","29,000","0","29,000",
" ","1227  ","佳格            ","26,000","0","26,000",
" ","1210  ","大成            ","25,000","0","25,000",
" ","6271  ","同欣電          ","20,000","0","20,000",
" ","6582  ","申豐            ","20,000","0","20,000",
" ","2006  ","東和鋼鐵        ","16,000","0","16,000",
" ","3708  ","上緯投控        ","12,000","0","12,000",
" ","5269  ","祥碩            ","12,000","0","12,000",
" ","5434  ","崇越            ","11,000","0","11,000",
" ","2330  ","台積電          ","50,000","40,000","10,000",
" ","2428  ","興勤            ","10,000","0","10,000",
" ","2357  ","華碩            ","5,000","0","5,000",
" ","4536  ","拓凱            ","5,000","0","5,000",
" ","2905  ","三商            ","3,000","0","3,000",
" ","3515  ","華擎            ","3,000","0","3,000",
" ","1590  ","亞德客-KY       ","2,000","0","2,000",
" ","3029  ","零壹            ","1,000","0","1,000",
" ","3481  ","群創            ","0","24,945,000","-24,945,000",
" ","3042  ","晶技            ","0","1,191,000","-1,191,000",
" ","2603  ","長榮            ","0","1,000,000","-1,000,000",
" ","1101  ","台泥            ","0","801,800","-801,800",
" ","1402  ","遠東新          ","0","670,000","-670,000",
" ","2615  ","萬海            ","0","600,000","-600,000",
" ","5876  ","上海商銀        ","0","533,000","-533,000",
" ","1102  ","亞泥            ","0","450,000","-450,000",
" ","2382  ","廣達            ","0","450,000","-450,000",
" ","2376  ","技嘉            ","12,000","458,000","-446,000",
" ","2886  ","兆豐金          ","0","300,000","-300,000",
