"109年11月20日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","6443  ","元晶            ","10,183,000","0","10,183,000",
" ","2337  ","旺宏            ","4,266,000","398,000","3,868,000",
" ","2603  ","長榮            ","3,737,000","120,000","3,617,000",
" ","2456  ","奇力新          ","2,580,000","0","2,580,000",
" ","2368  ","金像電          ","2,383,000","0","2,383,000",
" ","6153  ","嘉聯益          ","2,285,000","0","2,285,000",
" ","2303  ","聯電            ","2,429,000","333,000","2,096,000",
" ","9904  ","寶成            ","1,640,000","329,000","1,311,000",
" ","2492  ","華新科          ","995,000","0","995,000",
" ","2327  ","國巨            ","907,000","1,000","906,000",
" ","2105  ","正新            ","652,000","1,000","651,000",
" ","3041  ","揚智            ","611,000","0","611,000",
" ","2609  ","陽明            ","500,000","0","500,000",
" ","4976  ","佳凌            ","464,000","0","464,000",
" ","2351  ","順德            ","392,000","0","392,000",
" ","2454  ","聯發科          ","322,000","2,000","320,000",
" ","2201  ","裕隆            ","730,000","443,259","286,741",
" ","6285  ","啟碁            ","269,000","0","269,000",
" ","1802  ","台玻            ","250,000","0","250,000",
" ","1477  ","聚陽            ","286,000","51,000","235,000",
" ","2481  ","強茂            ","220,000","0","220,000",
" ","6213  ","聯茂            ","208,000","0","208,000",
" ","8046  ","南電            ","207,000","50,000","157,000",
" ","2375  ","凱美            ","100,000","0","100,000",
" ","2002  ","中鋼            ","90,000","0","90,000",
" ","2014  ","中鴻            ","90,000","0","90,000",
" ","2885  ","元大金          ","85,000","0","85,000",
" ","3545  ","敦泰            ","83,000","0","83,000",
" ","2887  ","台新金          ","76,000","0","76,000",
" ","3515  ","華擎            ","74,000","0","74,000",
" ","2880  ","華南金          ","70,000","0","70,000",
" ","5880  ","合庫金          ","70,000","0","70,000",
" ","3665  ","貿聯-KY         ","127,000","65,000","62,000",
" ","6451  ","訊芯-KY         ","60,000","0","60,000",
" ","2888  ","新光金          ","53,000","0","53,000",
" ","8028  ","昇陽半導體      ","50,000","0","50,000",
" ","2801  ","彰銀            ","47,000","0","47,000",
" ","2449  ","京元電子        ","43,000","0","43,000",
" ","3189  ","景碩            ","36,000","0","36,000",
" ",="0056  ","元大高股息      ","30,000","0","30,000",
" ","2834  ","臺企銀          ","23,000","0","23,000",
" ","3711  ","日月光投控      ","25,000","2,000","23,000",
" ","1227  ","佳格            ","20,000","0","20,000",
" ","2355  ","敬鵬            ","20,000","0","20,000",
" ","2308  ","台達電          ","17,000","1,000","16,000",
" ","2633  ","台灣高鐵        ","15,000","0","15,000",
" ","2823  ","中壽            ","14,000","0","14,000",
" ","2353  ","宏碁            ","13,000","0","13,000",
" ","3034  ","聯詠            ","45,000","32,000","13,000",
" ","3443  ","創意            ","31,000","20,000","11,000",
" ","6505  ","台塑化          ","11,000","0","11,000",
" ","1795  ","美時            ","10,000","0","10,000",
" ","2618  ","長榮航          ","10,000","0","10,000",
" ","5876  ","上海商銀        ","10,000","0","10,000",
" ","2845  ","遠東銀          ","9,000","0","9,000",
" ","6005  ","群益證          ","9,000","0","9,000",
" ","1504  ","東元            ","8,000","0","8,000",
" ","1434  ","福懋            ","5,000","0","5,000",
" ","1722  ","台肥            ","4,000","0","4,000",
" ","2912  ","統一超          ","4,000","0","4,000",
" ","1717  ","長興            ","4,000","1,000","3,000",
" ","2615  ","萬海            ","3,000","0","3,000",
" ","4766  ","南寶            ","3,000","0","3,000",
" ","2395  ","研華            ","2,000","0","2,000",
" ","2606  ","裕民            ","2,000","0","2,000",
" ","2207  ","和泰車          ","1,000","0","1,000",
" ","9917  ","中保科          ","1,000","0","1,000",
" ","3008  ","大立光          ","500","0","500",
" ","4958  ","臻鼎-KY         ","234,000","2,589,000","-2,355,000",
" ","3708  ","上緯投控        ","163,000","2,239,000","-2,076,000",
" ","2884  ","玉山金          ","87,000","1,959,309","-1,872,309",
" ","2027  ","大成鋼          ","0","1,811,000","-1,811,000",
" ","2504  ","國產            ","0","1,697,000","-1,697,000",
" ","1101  ","台泥            ","37,000","1,691,261","-1,654,261",
" ","2520  ","冠德            ","0","1,455,000","-1,455,000",
" ","2409  ","友達            ","0","1,180,000","-1,180,000",
" ","3037  ","欣興            ","6,000","1,154,000","-1,148,000",
" ","2883  ","開發金          ","102,000","1,198,000","-1,096,000",
" ","9958  ","世紀鋼          ","0","1,045,000","-1,045,000",
" ","2383  ","台光電          ","1,000","1,044,000","-1,043,000",
" ","2881  ","富邦金          ","53,000","997,000","-944,000",
" ","1312  ","國喬            ","0","835,000","-835,000",
" ","2890  ","永豐金          ","76,000","872,000","-796,000",
" ","4935  ","茂林-KY         ","0","709,000","-709,000",
" ","2324  ","仁寶            ","19,000","664,000","-645,000",
" ","2313  ","華通            ","0","599,000","-599,000",
" ","1309  ","台達化          ","0","550,000","-550,000",
" ","5215  ","科嘉-KY         ","0","550,000","-550,000",
" ","2356  ","英業達          ","13,000","518,000","-505,000",
" ","3673  ","TPK-KY          ","0","500,000","-500,000",
" ","3231  ","緯創            ","13,000","454,000","-441,000",
" ","1736  ","喬山            ","0","423,000","-423,000",
" ","2891  ","中信金          ","133,000","520,000","-387,000",
" ","2892  ","第一金          ","73,000","449,000","-376,000",
" ","2301  ","光寶科          ","14,000","353,000","-339,000",
" ","6269  ","台郡            ","233,000","568,000","-335,000",
" ","1402  ","遠東新          ","28,000","354,000","-326,000",
" ","2006  ","東和鋼鐵        ","0","321,000","-321,000",
" ","1303  ","南亞            ","42,000","344,000","-302,000",
" ","1762  ","中化生          ","0","300,000","-300,000",
" ","3044  ","健鼎            ","0","291,000","-291,000",
" ","2382  ","廣達            ","19,000","300,000","-281,000",
" ","3702  ","大聯大          ","0","276,000","-276,000",
" ","2886  ","兆豐金          ","79,000","346,000","-267,000",
" ","1102  ","亞泥            ","18,000","283,000","-265,000",
" ","2377  ","微星            ","56,000","293,000","-237,000",
" ","3338  ","泰碩            ","0","236,000","-236,000",
" ","2347  ","聯強            ","0","200,000","-200,000",
" ","2354  ","鴻準            ","0","171,000","-171,000",
" ","4938  ","和碩            ","16,000","186,000","-170,000",
" ","2317  ","鴻海            ","87,000","256,000","-169,000",
" ","1589  ","永冠-KY         ","0","165,000","-165,000",
" ","2385  ","群光            ","3,000","158,000","-155,000",
" ","2882  ","國泰金          ","61,000","213,000","-152,000",
" ","2233  ","宇隆            ","0","150,000","-150,000",
" ","2727  ","王品            ","0","150,000","-150,000",
" ","4904  ","遠傳            ","13,000","163,000","-150,000",
" ","4968  ","立積            ","0","146,000","-146,000",
" ","3042  ","晶技            ","0","144,000","-144,000",
" ","9910  ","豐泰            ","4,000","144,000","-140,000",
" ","9914  ","美利達          ","0","140,000","-140,000",
" ","2421  ","建準            ","0","130,000","-130,000",
" ","3376  ","新日興          ","0","129,000","-129,000",
" ","1326  ","台化            ","26,000","151,000","-125,000",
" ","8464  ","億豐            ","0","124,000","-124,000",
" ","2458  ","義隆            ","0","122,000","-122,000",
" ","6176  ","瑞儀            ","0","122,000","-122,000",
" ","1301  ","台塑            ","14,000","134,000","-120,000",
" ","6414  ","樺漢            ","0","120,000","-120,000",
" ","6239  ","力成            ","0","108,000","-108,000",
" ","3563  ","牧德            ","0","104,000","-104,000",
" ","2535  ","達欣工          ","0","100,000","-100,000",
" ","1216  ","統一            ","36,000","125,000","-89,000",
" ","3045  ","台灣大          ","12,000","96,000","-84,000",
" ","3702A ","大聯大甲特      ","0","80,000","-80,000",
" ","2723  ","美食-KY         ","50,000","129,000","-79,000",
" ","6669  ","緯穎            ","0","79,000","-79,000",
" ","1476  ","儒鴻            ","12,000","86,000","-74,000",
" ","3017  ","奇鋐            ","0","70,000","-70,000",
" ","2439  ","美律            ","0","69,000","-69,000",
" ","2474  ","可成            ","5,000","71,000","-66,000",
" ","5871  ","中租-KY         ","10,000","76,000","-66,000",
" ","2408  ","南亞科          ","122,000","180,000","-58,000",
" ","1532  ","勤美            ","0","56,000","-56,000",
" ","6598  ","ABC-KY          ","0","51,000","-51,000",
" ","2412  ","中華電          ","29,000","79,000","-50,000",
" ","6670  ","復盛應用        ","0","47,000","-47,000",
" ","2357  ","華碩            ","5,000","48,000","-43,000",
" ","6491  ","晶碩            ","0","42,000","-42,000",
" ","4906  ","正文            ","0","40,000","-40,000",
" ","9802  ","鈺齊-KY         ","0","40,000","-40,000",
" ","3023  ","信邦            ","0","32,000","-32,000",
" ","5534  ","長虹            ","0","29,000","-29,000",
" ","2108  ","南帝            ","0","26,000","-26,000",
" ","2330  ","台積電          ","136,000","161,000","-25,000",
" ","2887E ","台新戊特        ","0","25,000","-25,000",
" ","2404  ","漢唐            ","0","22,000","-22,000",
" ",="0050  ","元大台灣50      ","0","20,000","-20,000",
" ","3005  ","神基            ","0","17,000","-17,000",
" ","8112  ","至上            ","0","17,000","-17,000",
" ","4536  ","拓凱            ","0","15,000","-15,000",
" ","2882A ","國泰特          ","0","12,000","-12,000",
" ","3661  ","世芯-KY         ","0","12,000","-12,000",
" ","9921  ","巨大            ","0","12,000","-12,000",
" ","1590  ","亞德客-KY       ","0","11,000","-11,000",
" ","8422  ","可寧衛          ","0","11,000","-11,000",
" ","6214  ","精誠            ","0","10,000","-10,000",
" ","6202  ","盛群            ","0","9,000","-9,000",
" ","5269  ","祥碩            ","0","8,000","-8,000",
" ","4137  ","麗豐-KY         ","0","7,000","-7,000",
" ","5434  ","崇越            ","0","7,000","-7,000",
" ","2362  ","藍天            ","0","6,360","-6,360",
" ","2101  ","南港            ","0","5,019","-5,019",
" ","2379  ","瑞昱            ","1,000","6,000","-5,000",
" ","4551  ","智伸科          ","0","5,000","-5,000",
" ","6416  ","瑞祺電通        ","0","4,000","-4,000",
" ","8016  ","矽創            ","0","4,000","-4,000",
" ","1605  ","華新            ","0","1,000","-1,000",
" ","2352  ","佳世達          ","0","1,000","-1,000",
" ","2360  ","致茂            ","0","1,000","-1,000",
" ","2376  ","技嘉            ","0","1,000","-1,000",
" ","9941A ","裕融甲特        ","0","1,000","-1,000",
" ","4977  ","眾達-KY         ","25,000","25,000","0",
"說明:"
"投信表示本國投資信託基金。"
"＊表示該證券今日有鉅額交易。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

