"109年12月04日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","3481  ","群創            ","28,176,000","0","28,176,000",
" ","2409  ","友達            ","16,762,000","1,350,000","15,412,000",
" ","2027  ","大成鋼          ","4,758,000","0","4,758,000",
" ","2337  ","旺宏            ","4,638,000","150,000","4,488,000",
" ","1802  ","台玻            ","4,400,000","0","4,400,000",
" ","2408  ","南亞科          ","3,399,000","142,000","3,257,000",
" ","8150  ","南茂            ","3,576,000","420,000","3,156,000",
" ","2303  ","聯電            ","2,717,000","0","2,717,000",
" ","2344  ","華邦電          ","2,566,000","0","2,566,000",
" ","3006  ","晶豪科          ","2,141,000","0","2,141,000",
" ","2352  ","佳世達          ","1,941,000","0","1,941,000",
" ","3035  ","智原            ","1,610,000","0","1,610,000",
" ","6239  ","力成            ","933,000","0","933,000",
" ","1536  ","和大            ","887,000","0","887,000",
" ","2327  ","國巨            ","587,800","0","587,800",
" ","2448  ","晶電            ","493,000","0","493,000",
" ","1312  ","國喬            ","601,000","132,000","469,000",
" ","8028  ","昇陽半導體      ","467,000","0","467,000",
" ","2351  ","順德            ","422,000","0","422,000",
" ","2886  ","兆豐金          ","325,000","0","325,000",
" ","2885  ","元大金          ","320,000","0","320,000",
" ","1326  ","台化            ","300,000","12,000","288,000",
" ","6278  ","台表科          ","480,000","266,000","214,000",
" ","2231  ","為升            ","189,000","0","189,000",
" ","1303  ","南亞            ","156,000","0","156,000",
" ","1101  ","台泥            ","174,000","19,000","155,000",
" ","2049  ","上銀            ","150,000","0","150,000",
" ","2308  ","台達電          ","135,000","0","135,000",
" ","6706  ","惠特            ","132,000","0","132,000",
" ","1301  ","台塑            ","134,000","10,000","124,000",
" ","2492  ","華新科          ","116,000","0","116,000",
" ","2324  ","仁寶            ","113,000","0","113,000",
" ","2881  ","富邦金          ","205,000","100,000","105,000",
" ","1590  ","亞德客-KY       ","84,000","0","84,000",
" ","1605  ","華新            ","84,000","0","84,000",
" ","2356  ","英業達          ","84,000","0","84,000",
" ","2481  ","強茂            ","80,000","0","80,000",
" ","2353  ","宏碁            ","79,000","0","79,000",
" ","2330  ","台積電          ","259,000","182,500","76,500",
" ","1102  ","亞泥            ","89,000","17,000","72,000",
" ","4904  ","遠傳            ","65,000","0","65,000",
" ","9904  ","寶成            ","62,000","0","62,000",
" ","2456  ","奇力新          ","58,000","0","58,000",
" ","2301  ","光寶科          ","59,000","8,000","51,000",
" ","6116  ","彩晶            ","400,000","350,000","50,000",
" ","3045  ","台灣大          ","45,000","0","45,000",
" ","3702  ","大聯大          ","40,000","0","40,000",
" ","3413  ","京鼎            ","38,000","0","38,000",
" ","2347  ","聯強            ","37,000","0","37,000",
" ","2345  ","智邦            ","30,000","0","30,000",
" ","2354  ","鴻準            ","30,000","0","30,000",
" ","9945  ","潤泰新          ","30,000","0","30,000",
" ","1434  ","福懋            ","27,000","0","27,000",
" ","2542  ","興富發          ","26,000","0","26,000",
" ","1229  ","聯華            ","24,000","0","24,000",
" ","1722  ","台肥            ","19,000","0","19,000",
" ","2357  ","華碩            ","18,000","0","18,000",
" ","9933  ","中鼎            ","18,000","0","18,000",
