"109年11月30日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","3481  ","群創            ","49,576,000","3,000","49,573,000",
" ","2409  ","友達            ","44,900,000","3,000","44,897,000",
" ","2027  ","大成鋼          ","6,674,000","0","6,674,000",
" ","2337  ","旺宏            ","3,600,000","125,000","3,475,000",
" ","3006  ","晶豪科          ","2,000,000","0","2,000,000",
" ","2448  ","晶電            ","1,775,000","0","1,775,000",
" ","8150  ","南茂            ","1,684,000","0","1,684,000",
" ","1909  ","榮成            ","1,608,000","0","1,608,000",
" ","2313  ","華通            ","1,540,000","8,000","1,532,000",
" ","3231  ","緯創            ","1,443,000","0","1,443,000",
" ","2106  ","建大            ","1,357,000","0","1,357,000",
" ","2449  ","京元電子        ","1,247,000","2,000","1,245,000",
" ","1101  ","台泥            ","1,284,000","155,000","1,129,000",
" ","3711  ","日月光投控      ","888,000","135,000","753,000",
" ","1513  ","中興電          ","999,000","324,000","675,000",
" ","2327  ","國巨            ","628,000","0","628,000",
" ","3545  ","敦泰            ","568,000","0","568,000",
" ","9958  ","世紀鋼          ","542,000","0","542,000",
" ","2886  ","兆豐金          ","782,000","252,000","530,000",
" ","2347  ","聯強            ","500,000","0","500,000",
" ","2344  ","華邦電          ","500,000","1,000","499,000",
" ","6269  ","台郡            ","500,000","71,000","429,000",
" ","2377  ","微星            ","411,000","0","411,000",
" ","3034  ","聯詠            ","368,000","3,000","365,000",
" ","8028  ","昇陽半導體      ","254,000","0","254,000",
" ","2375  ","凱美            ","225,000","0","225,000",
" ","2049  ","上銀            ","209,000","0","209,000",
" ","6443  ","元晶            ","200,000","0","200,000",
" ","2006  ","東和鋼鐵        ","197,000","0","197,000",
" ","1312  ","國喬            ","200,000","15,000","185,000",
" ","2354  ","鴻準            ","183,000","0","183,000",
" ","4938  ","和碩            ","174,000","1,000","173,000",
" ","2456  ","奇力新          ","340,000","214,000","126,000",
" ","2385  ","群光            ","108,000","0","108,000",
" ",="0050  ","元大台灣50      ","115,000","14,000","101,000",
" ","2231  ","為升            ","100,000","0","100,000",
" ","2201  ","裕隆            ","250,000","153,000","97,000",
" ","2492  ","華新科          ","86,000","1,000","85,000",
" ","1313  ","聯成            ","70,000","0","70,000",
" ","3042  ","晶技            ","85,000","22,000","63,000",
" ","6278  ","台表科          ","53,000","10,000","43,000",
" ","3661  ","世芯-KY         ","34,000","0","34,000",
" ","2002  ","中鋼            ","26,000","4,000","22,000",
" ","2884  ","玉山金          ","25,000","3,000","22,000",
" ","2885  ","元大金          ","25,000","3,000","22,000",
" ","2317  ","鴻海            ","25,000","4,000","21,000",
" ","3044  ","健鼎            ","47,000","27,000","20,000",
" ","5880  ","合庫金          ","20,000","2,000","18,000",
" ","2880  ","華南金          ","19,000","2,000","17,000",
" ","5269  ","祥碩            ","23,000","7,000","16,000",
" ",="0052  ","富邦科技        ","15,000","0","15,000",
" ","2801  ","彰銀            ","14,000","1,000","13,000",
" ","1301  ","台塑            ","7,000","1,000","6,000",
" ","2105  ","正新            ","5,000","0","5,000",
" ","2633  ","台灣高鐵        ","5,000","0","5,000",
" ","2888  ","新光金          ","8,000","3,000","5,000",
" ","3708  ","上緯投控        ","5,000","0","5,000",
